Name,FIPS,"% Language Spoken at Home | French, Haitian, or Cajun, 2021 [Estimated]"
"Presidio County, TX",48377,0
"Presque Isle County, MI",26141,0.083
"Preston County, WV",54077,0.0751
"Price County, WI",55099,0.0472
"Prince Edward County, VA",51147,0.0876
"Prince George County, VA",51149,0.1461
"Prince George's County, MD",24033,2.2298
"Prince William County, VA",51153,0.6323
"Prince of Wales-Hyder Census Area, AK",02198,0.1141
"Providence County, RI",44007,2.8252
"Prowers County, CO",08099,0.0718
"Pueblo County, CO",08101,0.1185
"Pulaski County, AR",05119,0.2534
"Pulaski County, GA",13235,0
"Pulaski County, IL",17153,0.2376
"Pulaski County, IN",18131,0.0856
"Pulaski County, KY",21199,0.0624
"Pulaski County, MO",29169,0.2544
"Pulaski County, VA",51155,0.0616
"Pushmataha County, OK",40127,0.2496
"Putnam County, FL",12107,0.1402
"Putnam County, GA",13237,0.219
"Putnam County, IL",17155,0.0365
"Putnam County, IN",18133,0.1608
"Putnam County, MO",29171,0
"Putnam County, NY",36079,0.4308
"Putnam County, OH",39137,0.168
"Putnam County, TN",47141,0.0764
"Putnam County, WV",54079,0.2826
"Quay County, NM",35037,0.9166
"Quebradillas Municipio, PR",72115,0
"Queen Anne's County, MD",24035,0.4549
"Queens County, NY",36081,1.7398
"Quitman County, GA",13239,0
"Quitman County, MS",28119,0
"Rabun County, GA",13241,0.3116
"Racine County, WI",55101,0.2305
"Radford city, VA",51750,0.0686
"Rains County, TX",48379,0
"Raleigh County, WV",54081,0.1227
"Ralls County, MO",29173,0
"Ramsey County, MN",27123,0.6202
"Ramsey County, ND",38071,0.0461
"Randall County, TX",48381,0.1055
"Randolph County, AL",01111,0
"Randolph County, AR",05121,0.0121
"Randolph County, GA",13243,0
"Randolph County, IL",17157,0.0263
"Randolph County, IN",18135,0.3245
"Randolph County, MO",29175,0.0129
"Randolph County, NC",37151,0.1489
"Randolph County, WV",54083,0.0735
"Rankin County, MS",28121,0.1439
"Ransom County, ND",38073,0.7054
"Rapides Parish, LA",22079,0.915
"Rappahannock County, VA",51157,1.1787
"Ravalli County, MT",30081,0.1695
"Rawlins County, KS",20153,0.172
"Ray County, MO",29177,0.1213
"Reagan County, TX",48383,0
"Real County, TX",48385,0.5969
"Red Lake County, MN",27125,0.3215
"Red River County, TX",48387,0.1652
"Red River Parish, LA",22081,0.3783
"Red Willow County, NE",31145,0.0397
"Redwood County, MN",27127,0.1205
"Reeves County, TX",48389,0.0592
"Refugio County, TX",48391,0.0898
"Reno County, KS",20155,0.1526
"Rensselaer County, NY",36083,0.5227
"Renville County, MN",27129,0.0446
"Renville County, ND",38075,0.0458
"Republic County, KS",20157,0.0692
"Reynolds County, MO",29179,0
"Rhea County, TN",47143,0.2557
"Rice County, KS",20159,0.0782
"Rice County, MN",27131,0.0222
"Rich County, UT",49033,0
"Richardson County, NE",31147,0
"Richland County, IL",17159,0.2963
"Richland County, MT",30083,0.0375
"Richland County, ND",38077,0.0131
"Richland County, OH",39139,0.2212
"Richland County, SC",45079,0.4166
"Richland County, WI",55103,0.212
"Richland Parish, LA",22083,0.6216
"Richmond County, GA",13245,0.4409
"Richmond County, NC",37153,0.3689
"Richmond County, NY",36085,0.5295
"Richmond County, VA",51159,0
"Richmond city, VA",51760,0.4516
"Riley County, KS",20161,0.4323
"Rincón Municipio, PR",72117,0
"Ringgold County, IA",19159,0
"Rio Arriba County, NM",35039,0.0359
"Rio Blanco County, CO",08103,0.1188
"Rio Grande County, CO",08105,0.2209
"Ripley County, IN",18137,0.0112
"Ripley County, MO",29181,0
"Ritchie County, WV",54085,0
"Riverside County, CA",06065,0.2684
"Roane County, TN",47145,0.0652
"Roane County, WV",54087,0.5645
"Roanoke County, VA",51161,0.1666
"Roanoke city, VA",51770,1.0243
"Roberts County, SD",46109,0
"Roberts County, TX",48393,0
"Robertson County, KY",21201,1.0272
"Robertson County, TN",47147,0.1042
"Robertson County, TX",48395,0.0555
"Robeson County, NC",37155,0.1834
"Rock County, MN",27133,0.0231
"Rock County, NE",31149,0
"Rock County, WI",55105,0.185
"Rock Island County, IL",17161,1.0395
"Rockbridge County, VA",51163,0.2595
"Rockcastle County, KY",21203,0.1641
"Rockdale County, GA",13247,0.8558
"Rockingham County, NC",37157,0.035
"Rockingham County, NH",33015,0.7303
"Rockingham County, VA",51165,0.2879
"Rockland County, NY",36087,4.3893
"Rockwall County, TX",48397,0.3584
"Roger Mills County, OK",40129,0
"Rogers County, OK",40131,0.0759
"Rolette County, ND",38079,0.6331
"Rooks County, KS",20163,0.0642
"Roosevelt County, MT",30085,0.127
"Roosevelt County, NM",35041,0
"Roscommon County, MI",26143,0.1224
"Roseau County, MN",27135,0.0556
"Rosebud County, MT",30087,0.2358
"Ross County, OH",39141,0.1115
"Routt County, CO",08107,0
"Rowan County, KY",21205,0.3329
"Rowan County, NC",37159,0.1299
"Runnels County, TX",48399,0
"Rush County, IN",18139,0.0516
"Rush County, KS",20165,0.1445
"Rusk County, TX",48401,0.1729
"Rusk County, WI",55107,0.0225
"Russell County, AL",01113,0.7015
"Russell County, KS",20167,0
"Russell County, KY",21207,0.0059
"Russell County, VA",51167,0.2198
"Rutherford County, NC",37161,0.0682
"Rutherford County, TN",47149,0.261
"Rutland County, VT",50021,0.6343
"Río Grande Municipio, PR",72119,0.0863
"Sabana Grande Municipio, PR",72121,0
"Sabine County, TX",48403,0.1494
"Sabine Parish, LA",22085,0.8978
"Sac County, IA",19161,0.0995
"Sacramento County, CA",06067,0.2538
"Sagadahoc County, ME",23023,1.8265
"Saginaw County, MI",26145,0.2722
"Saguache County, CO",08109,1.007
"Salem County, NJ",34033,0.2529
"Salem city, VA",51775,0.1028
"Salinas Municipio, PR",72123,0
"Saline County, AR",05125,0.1391
"Saline County, IL",17165,0.0905
"Saline County, KS",20169,0.055
"Saline County, MO",29195,0.014
"Saline County, NE",31151,0.0525
"Salt Lake County, UT",49035,0.3616
"Saluda County, SC",45081,0
"Sampson County, NC",37163,0.1995
"San Augustine County, TX",48405,0
"San Benito County, CA",06069,0.1055
"San Bernardino County, CA",06071,0.1469
"San Diego County, CA",06073,0.4197
"San Francisco County, CA",06075,1.1952
"San Germán Municipio, PR",72125,0
"San Jacinto County, TX",48407,0.1393
"San Joaquin County, CA",06077,0.0912
"San Juan County, CO",08111,7.1823
"San Juan County, NM",35045,0.1817
"San Juan County, UT",49037,0.4668
"San Juan County, WA",53055,0.312
"San Juan Municipio, PR",72127,0.238
"San Lorenzo Municipio, PR",72129,0
"San Luis Obispo County, CA",06079,0.359
"San Mateo County, CA",06081,0.7214
"San Miguel County, CO",08113,1.154
"San Miguel County, NM",35047,0.207
"San Patricio County, TX",48409,0.0351
"San Saba County, TX",48411,0
"San Sebastián Municipio, PR",72131,0
"Sanborn County, SD",46111,0.1399
"Sanders County, MT",30089,0.2047
"Sandoval County, NM",35043,0.1706
"Sandusky County, OH",39143,0.0706
"Sangamon County, IL",17167,0.5574
"Sanilac County, MI",26151,0.152
"Sanpete County, UT",49039,0.0278
"Santa Barbara County, CA",06083,0.5082
"Santa Clara County, CA",06085,0.6393
"Santa Cruz County, AZ",04023,0.4264
"Santa Cruz County, CA",06087,0.4084
"Santa Fe County, NM",35049,0.4322
"Santa Isabel Municipio, PR",72133,0.0588
"Santa Rosa County, FL",12113,0.3204
"Sarasota County, FL",12115,0.8326
"Saratoga County, NY",36091,0.3895
"Sargent County, ND",38081,0
"Sarpy County, NE",31153,0.4431
"Sauk County, WI",55111,0.2444
"Saunders County, NE",31155,0.1455
"Sawyer County, WI",55113,0.0894
"Schenectady County, NY",36093,0.8543
"Schleicher County, TX",48413,0
"Schley County, GA",13249,0
"Schoharie County, NY",36095,0.3404
"Schoolcraft County, MI",26153,0.0658
"Schuyler County, IL",17169,4.4151
"Schuyler County, MO",29197,0
"Schuyler County, NY",36097,0.1556
"Schuylkill County, PA",42107,0.1585
"Scioto County, OH",39145,0.0142
"Scotland County, MO",29199,0.3103
"Scotland County, NC",37165,0
"Scott County, AR",05127,0
"Scott County, IA",19163,0.6434
"Scott County, IL",17171,0
"Scott County, IN",18143,0.3501
"Scott County, KS",20171,0.4373
"Scott County, KY",21209,0.2199
"Scott County, MN",27139,0.5265
"Scott County, MO",29201,0.0637
"Scott County, MS",28123,0.0414
"Scott County, TN",47151,0.0243
"Scott County, VA",51169,0.1588
"Scotts Bluff County, NE",31157,0.0778
"Screven County, GA",13251,0.0921
"Scurry County, TX",48415,0
"Searcy County, AR",05129,0
"Sebastian County, AR",05131,0.1004
"Sedgwick County, CO",08115,0
"Sedgwick County, KS",20173,0.2668
"Seminole County, FL",12117,1.3602
"Seminole County, GA",13253,0
"Seminole County, OK",40133,0.1003
"Seneca County, NY",36099,0.1985
"Seneca County, OH",39147,0.1994
"Sequatchie County, TN",47153,0.2034
"Sequoyah County, OK",40135,0.0077
"Sevier County, AR",05133,0
"Sevier County, TN",47155,0.1004
"Sevier County, UT",49041,0.1303
"Seward County, KS",20175,0.1185
"Seward County, NE",31159,0.1049
"Shackelford County, TX",48417,0.0325
"Shannon County, MO",29203,0
"Sharkey County, MS",28125,0
"Sharp County, AR",05135,0
"Shasta County, CA",06089,0.1827
"Shawano County, WI",55115,0.0575
"Shawnee County, KS",20177,0.1026
"Sheboygan County, WI",55117,0.1057
"Shelby County, AL",01117,0.308
"Shelby County, IA",19165,0.1199
"Shelby County, IL",17173,0.0588
"Shelby County, IN",18145,0.1216
"Shelby County, KY",21211,0.2163
"Shelby County, MO",29205,0.2326
"Shelby County, OH",39149,0.2574
"Shelby County, TN",47157,0.3108
"Shelby County, TX",48419,0
"Shenandoah County, VA",51171,0.3728
"Sherburne County, MN",27141,0.1244
"Sheridan County, KS",20179,0.0855
"Sheridan County, MT",30091,0
"Sheridan County, ND",38083,0.5151
"Sheridan County, NE",31161,0.3667
"Sheridan County, WY",56033,0.2527
"Sherman County, KS",20181,0
"Sherman County, NE",31163,0.0702
"Sherman County, OR",41055,0.4704
"Sherman County, TX",48421,0
"Shiawassee County, MI",26155,0.1694
"Shoshone County, ID",16079,0.1027
"Sibley County, MN",27143,0.107
"Sierra County, CA",06091,0
"Sierra County, NM",35051,0.2737
"Silver Bow County, MT",30093,0.3337
"Simpson County, KY",21213,0.0523
"Simpson County, MS",28127,0.5489
"Sioux County, IA",19167,0.0677
"Sioux County, ND",38085,0
"Sioux County, NE",31165,0
"Siskiyou County, CA",06093,0.259
"Sitka City and Borough, AK",02220,0.5234
"Skagit County, WA",53057,0.1678
"Skagway Municipality, AK",02230,0.7346
"Skamania County, WA",53059,0.1475
"Slope County, ND",38087,0
"Smith County, KS",20183,0
"Smith County, MS",28129,0
"Smith County, TN",47159,0.0106
"Smith County, TX",48423,0.0554
"Smyth County, VA",51173,0.639
"Snohomish County, WA",53061,0.3787
"Snyder County, PA",42109,0.176
"Socorro County, NM",35053,1.3811
"Solano County, CA",06095,0.3502
"Somerset County, MD",24039,1.0881
"Somerset County, ME",23025,1.5549
"Somerset County, NJ",34035,0.6225
"Somerset County, PA",42111,0.1031
"Somervell County, TX",48425,0
"Sonoma County, CA",06097,0.4166
"Southampton County, VA",51175,0.1256
"Southeast Fairbanks Census Area, AK",02240,0.0796
"Spalding County, GA",13255,0.1802
"Spartanburg County, SC",45083,0.1924
"Spencer County, IN",18147,0.1878
"Spencer County, KY",21215,0
"Spink County, SD",46115,0.0495
"Spokane County, WA",53063,0.2246
"Spotsylvania County, VA",51177,0.3255
"St. Bernard Parish, LA",22087,0.6908
"St. Charles County, MO",29183,0.387
"St. Charles Parish, LA",22089,1.1408
"St. Clair County, AL",01115,0.0525
"St. Clair County, IL",17163,0.6722
"St. Clair County, MI",26147,0.1836
"St. Clair County, MO",29185,0.205
"St. Croix County, WI",55109,0.7095
"St. Francis County, AR",05123,0
"St. Francois County, MO",29187,0.1186
"St. Helena Parish, LA",22091,0.0526
"St. James Parish, LA",22093,0.5781
"St. John the Baptist Parish, LA",22095,0.3019
"St. Johns County, FL",12109,0.3875
"St. Joseph County, IN",18141,0.295
"St. Joseph County, MI",26149,0.1039
"St. Landry Parish, LA",22097,6.1765
"St. Lawrence County, NY",36089,0.5557
"St. Louis County, MN",27137,0.2212
"St. Louis County, MO",29189,0.3242
"St. Louis city, MO",29510,0.3363
"St. Lucie County, FL",12111,5.2492
"St. Martin Parish, LA",22099,12.0031
"St. Mary Parish, LA",22101,1.8889
"St. Mary's County, MD",24037,0.3181
"St. Tammany Parish, LA",22103,0.7097
"Stafford County, KS",20185,0
"Stafford County, VA",51179,0.6439
"Stanislaus County, CA",06099,0.1751
"Stanley County, SD",46117,0
"Stanly County, NC",37167,0.2456
"Stanton County, KS",20187,0
"Stanton County, NE",31167,0.2535
"Stark County, IL",17175,0.1436
"Stark County, ND",38089,0.9334
"Stark County, OH",39151,0.1812
"Starke County, IN",18149,0
"Starr County, TX",48427,0.0017
"Staunton city, VA",51790,0.295
"Ste. Genevieve County, MO",29186,0
"Stearns County, MN",27145,0.3772
"Steele County, MN",27147,0.0838
"Steele County, ND",38091,0
"Stephens County, GA",13257,0.3047
"Stephens County, OK",40137,0.0098
"Stephens County, TX",48429,0.5328
"Stephenson County, IL",17177,0.134
"Sterling County, TX",48431,0
"Steuben County, IN",18151,0.0367
"Steuben County, NY",36101,0.2998
"Stevens County, KS",20189,0
"Stevens County, MN",27149,0.0324
"Stevens County, WA",53065,0.047
"Stewart County, GA",13259,3.1151
"Stewart County, TN",47161,0.0079
"Stillwater County, MT",30095,0.198
"Stoddard County, MO",29207,0.1058
"Stokes County, NC",37169,0.4098
"Stone County, AR",05137,0
"Stone County, MO",29209,0.0098
"Stone County, MS",28131,1.3821
"Stonewall County, TX",48433,0
"Storey County, NV",32029,4.1689
"Story County, IA",19169,0.1666
"Strafford County, NH",33017,0.9341
"Stutsman County, ND",38093,0
"Sublette County, WY",56035,1.0762
"Suffolk County, MA",25025,4.5707
"Suffolk County, NY",36103,1.0209
"Suffolk city, VA",51800,0.2504
"Sullivan County, IN",18153,0
"Sullivan County, MO",29211,0
"Sullivan County, NH",33019,0.6684
"Sullivan County, NY",36105,0.233
"Sullivan County, PA",42113,0.0516
"Sullivan County, TN",47163,0.069
"Sully County, SD",46119,0
"Summers County, WV",54089,0.1907
"Summit County, CO",08117,0.3586
"Summit County, OH",39153,0.225
"Summit County, UT",49043,0.9756
"Sumner County, KS",20191,0.0232
"Sumner County, TN",47165,0.296
"Sumter County, AL",01119,0
"Sumter County, FL",12119,0.6414
"Sumter County, GA",13261,0.191
"Sumter County, SC",45085,0.4985
"Sunflower County, MS",28133,0.0586
"Surry County, NC",37171,0.1712
"Surry County, VA",51181,0.2776
"Susquehanna County, PA",42115,0.1865
"Sussex County, DE",10005,1.4279
"Sussex County, NJ",34037,0.139
"Sussex County, VA",51183,0.2537
"Sutter County, CA",06101,0.2935
"Sutton County, TX",48435,0.72
"Suwannee County, FL",12121,0.796
"Swain County, NC",37173,0
"Sweet Grass County, MT",30097,0
"Sweetwater County, WY",56037,0.3982
"Swift County, MN",27151,0.4334
"Swisher County, TX",48437,0
"Switzerland County, IN",18155,0.0786
"Talbot County, GA",13263,0
"Talbot County, MD",24041,0.7342
"Taliaferro County, GA",13265,0
"Talladega County, AL",01121,0.1333
"Tallahatchie County, MS",28135,0
"Tallapoosa County, AL",01123,0.2132
"Tama County, IA",19171,0.2424
"Taney County, MO",29213,0.1723
"Tangipahoa Parish, LA",22105,0.587
"Taos County, NM",35055,0.4145
"Tarrant County, TX",48439,0.5016
"Tate County, MS",28137,0.0335
"Tattnall County, GA",13267,0.0455
"Taylor County, FL",12123,1.4973
"Taylor County, GA",13269,1.5921
"Taylor County, IA",19173,0.0516
"Taylor County, KY",21217,0.2446
"Taylor County, TX",48441,0.3949
"Taylor County, WI",55119,0.0105
"Taylor County, WV",54091,0.1499
"Tazewell County, IL",17179,0.1191
"Tazewell County, VA",51185,0.0183
"Tehama County, CA",06103,0.0812
"Telfair County, GA",13271,0.0264
"Teller County, CO",08119,0.1698
"Tensas Parish, LA",22107,0.1941
"Terrebonne Parish, LA",22109,4.1373
"Terrell County, GA",13273,0
"Terrell County, TX",48443,0
"Terry County, TX",48445,0.0175
"Teton County, ID",16081,0.2746
"Teton County, MT",30099,0.106
"Teton County, WY",56039,0.1895
"Texas County, MO",29215,0.037
"Texas County, OK",40139,0
"Thayer County, NE",31169,0
"Thomas County, GA",13275,0.189
"Thomas County, KS",20193,0.307
"Thomas County, NE",31171,0
"Throckmorton County, TX",48447,0
"Thurston County, NE",31173,0
"Thurston County, WA",53067,0.3542
"Tift County, GA",13277,0.3928
"Tillamook County, OR",41057,0.0702
"Tillman County, OK",40141,0
"Tioga County, NY",36107,0.1429
"Tioga County, PA",42117,0.076
"Tippah County, MS",28139,0.1992
"Tippecanoe County, IN",18157,0.3453
"Tipton County, IN",18159,0.1845
"Tipton County, TN",47167,0.1648
"Tishomingo County, MS",28141,0
"Titus County, TX",48449,0.0989
"Toa Alta Municipio, PR",72135,0.0086
"Toa Baja Municipio, PR",72137,0.0434
"Todd County, KY",21219,0
"Todd County, MN",27153,0.105
"Todd County, SD",46121,0.2983
"Tolland County, CT",09013,0.7927
"Tom Green County, TX",48451,0.061
"Tompkins County, NY",36109,0.6677
"Tooele County, UT",49045,0.2119
"Toole County, MT",30101,0.1556
"Toombs County, GA",13279,0.0638
"Torrance County, NM",35057,0.1851
"Towner County, ND",38095,0
"Towns County, GA",13281,0.334
"Traill County, ND",38097,0.04
"Transylvania County, NC",37175,0.6224
"Traverse County, MN",27155,0.0651
"Travis County, TX",48453,0.4778
"Treasure County, MT",30103,0
"Trego County, KS",20195,0
"Trempealeau County, WI",55121,0.1058
"Treutlen County, GA",13283,0
"Trigg County, KY",21221,0.1846
"Trimble County, KY",21223,0
"Trinity County, CA",06105,0.11
"Trinity County, TX",48455,0.1001
"Tripp County, SD",46123,0.2952
"Troup County, GA",13285,0.4062
"Trousdale County, TN",47169,0.1122
"Trujillo Alto Municipio, PR",72139,0.0292
"Trumbull County, OH",39155,0.2088
"Tucker County, WV",54093,0.2832
"Tulare County, CA",06107,0.074
"Tulsa County, OK",40143,0.2032
"Tunica County, MS",28143,0.3735
"Tuolumne County, CA",06109,0.2178
"Turner County, GA",13287,1.361
"Turner County, SD",46125,0
"Tuscaloosa County, AL",01125,0.5144
"Tuscarawas County, OH",39157,0.066
"Tuscola County, MI",26157,0.0688
"Twiggs County, GA",13289,0
"Twin Falls County, ID",16083,0.1234
"Tyler County, TX",48457,0.6411
"Tyler County, WV",54095,0.0121
"Tyrrell County, NC",37177,0
"Uinta County, WY",56041,0
"Uintah County, UT",49047,0
"Ulster County, NY",36111,0.4351
"Umatilla County, OR",41059,0.1121
"Unicoi County, TN",47171,0.1537
"Union County, AR",05139,0.1546
"Union County, FL",12125,0.1943
"Union County, GA",13291,0.2929
"Union County, IA",19175,0.0086
"Union County, IL",17181,0.0951
"Union County, IN",18161,0
"Union County, KY",21225,0.4614
"Union County, MS",28145,0.0147
"Union County, NC",37179,0.421
"Union County, NJ",34039,3.3215
"Union County, NM",35059,0
"Union County, OH",39159,0.1906
"Union County, OR",41061,0.0841
"Union County, PA",42119,0.6043
"Union County, SC",45087,0
"Union County, SD",46127,0
"Union County, TN",47173,0.0965
"Union Parish, LA",22111,0.4034
"Upshur County, TX",48459,0
"Upshur County, WV",54097,0.043
"Upson County, GA",13293,0.1568
"Upton County, TX",48461,0
"Utah County, UT",49049,0.3272
"Utuado Municipio, PR",72141,0.0418
"Uvalde County, TX",48463,0.004
"Val Verde County, TX",48465,0.0134
"Valdez-Cordova Census Area, AK",02261,0.78
"Valencia County, NM",35061,0.0362
"Valley County, ID",16085,0.9104
"Valley County, MT",30105,0
"Valley County, NE",31175,0.2791
"Van Buren County, AR",05141,0.0064
"Van Buren County, IA",19177,0.1058
"Van Buren County, MI",26159,0.2386
"Van Buren County, TN",47175,0
"Van Wert County, OH",39161,0.1559
"Van Zandt County, TX",48467,0.1208
"Vance County, NC",37181,0.4781
"Vanderburgh County, IN",18163,0.2074
"Vega Alta Municipio, PR",72143,0
"Vega Baja Municipio, PR",72145,0
"Venango County, PA",42121,0.1303
"Ventura County, CA",06111,0.3198
"Vermilion County, IL",17183,0.1429
"Vermilion Parish, LA",22113,8.9907
"Vermillion County, IN",18165,0.1103
"Vernon County, MO",29217,0.0522
"Vernon County, WI",55123,0.1291
"Vernon Parish, LA",22115,0.6227
"Victoria County, TX",48469,0.1186
"Vieques Municipio, PR",72147,0.412
"Vigo County, IN",18167,0.3127
"Vilas County, WI",55125,0.2371
"Villalba Municipio, PR",72149,0
"Vinton County, OH",39163,0.138
"Virginia Beach city, VA",51810,0.495
"Volusia County, FL",12127,0.5201
"Wabash County, IL",17185,0.4474
"Wabash County, IN",18169,0.3882
"Wabasha County, MN",27157,0.0439
"Wabaunsee County, KS",20197,0
"Wadena County, MN",27159,0.2699
"Wagoner County, OK",40145,0.0752
"Wahkiakum County, WA",53069,0
"Wake County, NC",37183,0.713
"Wakulla County, FL",12129,0.6126
"Waldo County, ME",23027,1.2917
"Walker County, AL",01127,0.0118
"Walker County, GA",13295,0.0305
"Walker County, TX",48471,0.1363
"Walla Walla County, WA",53071,0.2819
"Wallace County, KS",20199,0
"Waller County, TX",48473,0.1902
"Wallowa County, OR",41063,0.1341
"Walsh County, ND",38099,0.1423
"Walthall County, MS",28147,0.2614
"Walton County, FL",12131,0.201
"Walton County, GA",13297,0.8142
"Walworth County, SD",46129,0
"Walworth County, WI",55127,0.1348
"Wapello County, IA",19179,0.2826
"Ward County, ND",38101,0.2334
"Ward County, TX",48475,0
"Ware County, GA",13299,0.2101
"Warren County, GA",13301,0
"Warren County, IA",19181,0.0021
"Warren County, IL",17187,2.1327
"Warren County, IN",18171,0
"Warren County, KY",21227,0.2087
"Warren County, MO",29219,0.0796
"Warren County, MS",28149,0.6417
"Warren County, NC",37185,0
"Warren County, NJ",34041,0.6275
"Warren County, NY",36113,1.5715
"Warren County, OH",39165,0.1257
"Warren County, PA",42123,0.0538
"Warren County, TN",47177,0.1011
"Warren County, VA",51187,0
"Warrick County, IN",18173,0.1498
"Wasatch County, UT",49051,0.0378
"Wasco County, OR",41065,0.0365
"Waseca County, MN",27161,0.1313
"Washakie County, WY",56043,0.081
"Washburn County, WI",55129,0.0533
"Washington County, AL",01129,0.2627
"Washington County, AR",05143,0.2873
"Washington County, CO",08121,0.0647
"Washington County, FL",12133,0.1233
"Washington County, GA",13303,0.1412
"Washington County, IA",19183,0.0631
"Washington County, ID",16087,0.0314
"Washington County, IL",17189,0.0154
"Washington County, IN",18175,0
"Washington County, KS",20201,0.02
"Washington County, KY",21229,0.3882
"Washington County, MD",24043,0.4118
"Washington County, ME",23029,0.8077
"Washington County, MN",27163,0.4726
"Washington County, MO",29221,0.1286
"Washington County, MS",28151,0.297
"Washington County, NC",37187,0.036
"Washington County, NE",31177,0.1203
"Washington County, NY",36115,0.503
"Washington County, OH",39167,0.128
"Washington County, OK",40147,0.0903
"Washington County, OR",41067,0.4531
"Washington County, PA",42125,0.1611
"Washington County, RI",44009,0.6784
"Washington County, TN",47179,0.2816
"Washington County, TX",48477,0.1557
"Washington County, UT",49053,0.4252
"Washington County, VA",51191,0.0792
"Washington County, VT",50023,1.3345
"Washington County, WI",55131,0.1504
"Washington Parish, LA",22117,1.1772
"Washita County, OK",40149,0.1547
"Washoe County, NV",32031,0.2548
"Washtenaw County, MI",26161,0.7274
"Watauga County, NC",37189,0.2555
"Watonwan County, MN",27165,0
"Waukesha County, WI",55133,0.0791
"Waupaca County, WI",55135,0.1319
"Waushara County, WI",55137,0.0568
"Wayne County, GA",13305,0.0506
"Wayne County, IA",19185,0.0336
"Wayne County, IL",17191,0.1762
"Wayne County, IN",18177,0.0874
"Wayne County, KY",21231,0
"Wayne County, MI",26163,0.3401
"Wayne County, MO",29223,0.2479
"Wayne County, MS",28153,0
"Wayne County, NC",37191,1.0661
"Wayne County, NE",31179,0.0567
"Wayne County, NY",36117,0.1926
"Wayne County, OH",39169,0.1766
"Wayne County, PA",42127,0.2639
"Wayne County, TN",47181,0.2942
"Wayne County, UT",49055,0.3599
"Wayne County, WV",54099,0.1828
"Waynesboro city, VA",51820,0
"Weakley County, TN",47183,0.0383
"Webb County, TX",48479,0.0217
"Weber County, UT",49057,0.1798
"Webster County, GA",13307,0.9929
"Webster County, IA",19187,0.0587
"Webster County, KY",21233,0.0901
"Webster County, MO",29225,0.0219
"Webster County, MS",28155,0
"Webster County, NE",31181,0.153
"Webster County, WV",54101,0
"Webster Parish, LA",22119,0.5157
"Weld County, CO",08123,0.2293
"Wells County, IN",18179,0.4474
"Wells County, ND",38103,0
"West Baton Rouge Parish, LA",22121,0.6176
"West Carroll Parish, LA",22123,1.2303
"West Feliciana Parish, LA",22125,0.7921
"Westchester County, NY",36119,1.2979
"Westmoreland County, PA",42129,0.2258
"Westmoreland County, VA",51193,0.7616
"Weston County, WY",56045,0
"Wetzel County, WV",54103,0.1676
"Wexford County, MI",26165,0.2599
"Wharton County, TX",48481,0.0514
"Whatcom County, WA",53073,0.5626
"Wheatland County, MT",30107,0.2479
"Wheeler County, GA",13309,0
"Wheeler County, NE",31183,0
"Wheeler County, OR",41069,0
"Wheeler County, TX",48483,0
"White County, AR",05145,0.2121
"White County, GA",13311,0.1793
"White County, IL",17193,0.0467
"White County, IN",18181,0.1686
"White County, TN",47185,0.0989
"White Pine County, NV",32033,0.0882
"Whiteside County, IL",17195,0.2166
"Whitfield County, GA",13313,0.0866
"Whitley County, IN",18183,0.0973
"Whitley County, KY",21235,0.3165
"Whitman County, WA",53075,0.3148
"Wibaux County, MT",30109,0
"Wichita County, KS",20203,0
"Wichita County, TX",48485,0.4058
"Wicomico County, MD",24045,2.7487
"Wilbarger County, TX",48487,0.1655
"Wilcox County, AL",01131,0
"Wilcox County, GA",13315,0
"Wilkes County, GA",13317,0.3984
"Wilkes County, NC",37193,0.2223
"Wilkin County, MN",27167,0.1029
"Wilkinson County, GA",13319,0
"Wilkinson County, MS",28157,0
"Will County, IL",17197,0.2665
"Willacy County, TX",48489,0.0749
"Williams County, ND",38105,2.3058
"Williams County, OH",39171,0.0349
"Williamsburg County, SC",45089,0.1179
"Williamsburg city, VA",51830,1.0347
"Williamson County, IL",17199,0.117
"Williamson County, TN",47187,0.3083
"Williamson County, TX",48491,0.5367
"Wilson County, KS",20205,0.0127
"Wilson County, NC",37195,0.812
"Wilson County, TN",47189,0.2877
"Wilson County, TX",48493,0.0418
"Winchester city, VA",51840,0.0645
"Windham County, CT",09015,0.4566
"Windham County, VT",50025,0.7864
"Windsor County, VT",50027,0.7202
"Winkler County, TX",48495,0
"Winn Parish, LA",22127,0.1874
"Winnebago County, IA",19189,0.0402
"Winnebago County, IL",17201,0.2717
"Winnebago County, WI",55139,0.2393
"Winneshiek County, IA",19191,0.0524
"Winona County, MN",27169,0.1271
"Winston County, AL",01133,0.0179
"Winston County, MS",28159,0
"Wirt County, WV",54105,0.2193
"Wise County, TX",48497,0.0514
"Wise County, VA",51195,0.0586
"Wolfe County, KY",21237,0
"Wood County, OH",39173,0.1251
"Wood County, TX",48499,0.0233
"Wood County, WI",55141,0.2279
"Wood County, WV",54107,0.1975
"Woodbury County, IA",19193,0.1218
"Woodford County, IL",17203,0.0747
"Woodford County, KY",21239,0.1268
"Woodruff County, AR",05147,0
"Woods County, OK",40151,0.1281
"Woodson County, KS",20207,0.1358
"Woodward County, OK",40153,0
"Worcester County, MA",25027,0.9916
"Worcester County, MD",24047,0.2089
"Worth County, GA",13321,0
"Worth County, IA",19195,0
"Worth County, MO",29227,0
"Wrangell City and Borough, AK",02275,0
"Wright County, IA",19197,0.0757
